date,time,obs
19/12/2018,1174,0
20/12/2018,1175,0
21/12/2018,1176,0
22/12/2018,1177,0
23/12/2018,1178,0
24/12/2018,1179,0
25/12/2018,1180,0
26/12/2018,1181,0
27/12/2018,1182,0
28/12/2018,1183,0
29/12/2018,1184,0
30/12/2018,1185,0
31/12/2018,1186,0
01/01/2019,1187,0
02/01/2019,1188,0
03/01/2019,1189,0
04/01/2019,1190,0
05/01/2019,1191,0
06/01/2019,1192,0
07/01/2019,1193,0
08/01/2019,1194,0
09/01/2019,1195,0
10/01/2019,1196,0
11/01/2019,1197,0
12/01/2019,1198,0
13/01/2019,1199,0
14/01/2019,1200,0
15/01/2019,1201,0
16/01/2019,1202,0
17/01/2019,1203,0
18/01/2019,1204,0
19/01/2019,1205,0
20/01/2019,1206,0
21/01/2019,1207,0
22/01/2019,1208,0
23/01/2019,1209,0
24/01/2019,1210,0
25/01/2019,1211,0
26/01/2019,1212,0
27/01/2019,1213,0
28/01/2019,1214,0
29/01/2019,1215,0
30/01/2019,1216,0
31/01/2019,1217,0
01/02/2019,1218,0
02/02/2019,1219,0
03/02/2019,1220,0
04/02/2019,1221,0
05/02/2019,1222,0
06/02/2019,1223,0
07/02/2019,1224,0
08/02/2019,1225,0
09/02/2019,1226,0
10/02/2019,1227,0
11/02/2019,1228,0
12/02/2019,1229,0
13/02/2019,1230,0
14/02/2019,1231,0
15/02/2019,1232,0
16/02/2019,1233,0
17/02/2019,1234,0
18/02/2019,1235,0
19/02/2019,1236,0
20/02/2019,1237,0
21/02/2019,1238,0
22/02/2019,1239,0
23/02/2019,1240,0
24/02/2019,1241,0
25/02/2019,1242,0
26/02/2019,1243,0
27/02/2019,1244,0
28/02/2019,1245,0
01/03/2019,1246,0
02/03/2019,1247,0
03/03/2019,1248,0
04/03/2019,1249,0
05/03/2019,1250,0
06/03/2019,1251,0
07/03/2019,1252,0
08/03/2019,1253,0
09/03/2019,1254,0
10/03/2019,1255,0
11/03/2019,1256,0
12/03/2019,1257,0
13/03/2019,1258,0
14/03/2019,1259,0
15/03/2019,1260,0
16/03/2019,1261,0
17/03/2019,1262,0
18/03/2019,1263,0
19/03/2019,1264,0
20/03/2019,1265,0
21/03/2019,1266,0
22/03/2019,1267,0
23/03/2019,1268,0
24/03/2019,1269,0
25/03/2019,1270,0
26/03/2019,1271,0
27/03/2019,1272,0
28/03/2019,1273,0
29/03/2019,1274,0
30/03/2019,1275,0
31/03/2019,1276,0
01/04/2019,1277,0
02/04/2019,1278,0
03/04/2019,1279,0
