"","A","F_risk","O_factor","log.density"
"1",0.091168510313522,0.686725540130636,0.356404611865119,-952.622783311264
"2",0.0982304587556148,0.701131179794766,0.376739640089271,-618.514198730919
"3",0.0982304587556148,0.701131179794766,0.376739640089271,-618.514198730919
"4",0.0982304587556148,0.701131179794766,0.376739640089271,-618.514198730919
"5",0.0982304587556148,0.701131179794766,0.376739640089271,-618.514198730919
"6",0.0982304587556148,0.701131179794766,0.376739640089271,-618.514198730919
"7",0.0982304587556148,0.701131179794766,0.376739640089271,-618.514198730919
"8",0.0982304587556148,0.701131179794766,0.376739640089271,-618.514198730919
"9",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"10",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"11",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"12",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"13",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"14",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"15",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"16",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"17",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"18",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"19",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"20",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"21",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"22",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"23",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"24",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"25",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"26",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"27",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"28",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"29",0.0989959588766956,0.758202370883265,0.403872094994707,-577.470953959673
"30",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"31",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"32",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"33",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"34",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"35",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"36",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"37",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"38",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"39",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"40",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"41",0.0992069592026136,0.659285101443395,0.473000886876325,-565.386519297396
"42",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
"43",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
"44",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
"45",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
"46",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
"47",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
"48",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
"49",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
"50",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
"51",0.0992450293512548,0.650508183894416,0.463356750777252,-563.147261329465
