"X"	"A"	"F_risk"	"O_factor"	"imm_p"	"log.density"
"19059"	19059	0.0996028697527195	0.00236461004029549	0.125142490938803	0.611884412755302	-189.808545038087
"19070"	19070	0.0999021625068821	0.00622053425598403	0.529449552191146	0.605307427982875	-188.7123000986
"19081"	19081	0.0998713499966377	0.00417866447524551	0.438503066428309	0.602543193672655	-189.067183897173
"19092"	19092	0.0999655454996104	0.0442567125530538	0.0972656423244438	0.617538612276674	-188.24666492808
"19103"	19103	0.0999708891645352	0.0729251344278404	0.163088158443942	0.616221965182856	-189.02856358046
"19114"	19114	0.0998155297866281	0.0670412391725384	0.037476517115618	0.628557242587773	-190.199949402662
"19125"	19125	0.0999492072006076	0.0233491970401848	0.126141467979821	0.626905150429818	-188.048228072418
"19136"	19136	0.0999029646296642	0.0136857756473919	0.0381446916811149	0.626024520439254	-188.134960744215
"19147"	19147	0.0999510682741965	0.0155821353860117	0.255195186650834	0.625673515550543	-187.855413436692
"19158"	19158	0.0999192633511769	0.0352046713399237	0.283509986186182	0.619031871667145	-188.508600977957
"19169"	19169	0.0998090870229531	0.0345245572147936	0.274099909002738	0.617677457841126	-189.235512549159
"19180"	19180	0.0998865137726197	0.107891411672301	0.102311621892363	0.596624707334185	-192.044156476725
"19191"	19191	0.0997632235913967	0.0219934508925821	0.0939016998846901	0.61276402549479	-189.148135764157
"19202"	19202	0.099648712426264	0.000280561750612047	0.27611880841759	0.619341882353732	-189.63268051557
"19213"	19213	0.0997522326958604	0.119196538033178	0.148045743033672	0.616697289565981	-191.456255617771
"19224"	19224	0.0999951924117576	0.0120358396910879	0.466901258935452	0.61325022743787	-187.7501636876
"19235"	19235	0.0999603202617754	0.023626776150505	0.615653008000717	0.627309305298877	-188.328661010249
"19246"	19246	0.0999603202617754	0.023626776150505	0.615653008000717	0.627309305298877	-188.328661010249
"19257"	19257	0.0999603202617754	0.023626776150505	0.615653008000717	0.627309305298877	-188.328661010249
"19268"	19268	0.099940404770542	0.0168438371966535	0.745024059389276	0.627167943420502	-188.304178185209
"19279"	19279	0.099940404770542	0.0168438371966535	0.745024059389276	0.627167943420502	-188.304178185209
"19290"	19290	0.099940404770542	0.0168438371966535	0.745024059389276	0.627167943420502	-188.304178185209
"19301"	19301	0.099940404770542	0.0168438371966535	0.745024059389276	0.627167943420502	-188.304178185209
"19312"	19312	0.099940404770542	0.0168438371966535	0.745024059389276	0.627167943420502	-188.304178185209
"19323"	19323	0.0997428978934145	0.0396313107760312	0.131329012327384	0.617116706550273	-189.67305564777
"19334"	19334	0.0999827819444866	0.0712268684811039	0.55030623711005	0.626107028643893	-189.700658875737
"19345"	19345	0.0998965071410422	0.0227392953064205	0.835926045141434	0.615107650159944	-188.783251560255
"19356"	19356	0.0998965071410422	0.0227392953064205	0.835926045141434	0.615107650159944	-188.783251560255
"19367"	19367	0.0998965071410422	0.0227392953064205	0.835926045141434	0.615107650159944	-188.783251560255
"19378"	19378	0.0998965071410422	0.0227392953064205	0.835926045141434	0.615107650159944	-188.783251560255
"19389"	19389	0.0998965071410422	0.0227392953064205	0.835926045141434	0.615107650159944	-188.783251560255
"19400"	19400	0.0998965071410422	0.0227392953064205	0.835926045141434	0.615107650159944	-188.783251560255
"19411"	19411	0.0999794048163659	0.0385196676723313	0.572244984760649	0.622760551653565	-188.519767896198
"19422"	19422	0.0998542847932145	0.0676286758513927	0.603939753773639	0.627094938774845	-190.833433339132
"19433"	19433	0.0999992178858964	0.138208454189402	0.137591238255415	0.615270677825404	-190.369689240109
"19444"	19444	0.0998168057075735	0.00852427444576752	0.0517887190873669	0.59871759362063	-189.786894493174
"19455"	19455	0.0997254838278283	0.0259233664847354	0.0101734624894875	0.597294794486119	-190.616603923708
"19466"	19466	0.0997699175208539	0.0346689896036092	0.0520805336977462	0.60885956801987	-189.513084917919
"19477"	19477	0.0997152887496637	0.0699425108270207	0.000138144185171975	0.626763263677227	-190.968852084034
"19488"	19488	0.0995339530952696	0.0519088784814389	0.031756120471307	0.612640005472439	-191.276436934395
"19499"	19499	0.0996195664620965	0.0600202418464417	0.119017818707008	0.612436276692711	-190.958336633751
"19510"	19510	0.0997926104020745	0.08729787479561	0.220692705527288	0.592483987178022	-192.810712628208
"19521"	19521	0.0999423335036972	0.0461175089579758	0.163720141755015	0.626761815541972	-188.653419550141
"19532"	19532	0.0999423335036972	0.0461175089579758	0.163720141755015	0.626761815541972	-188.653419550141
"19543"	19543	0.0999423335036972	0.0461175089579758	0.163720141755015	0.626761815541972	-188.653419550141
"19554"	19554	0.0999423335036972	0.0461175089579758	0.163720141755015	0.626761815541972	-188.653419550141
"19565"	19565	0.0997911176549643	0.0464747334358342	0.147080382431097	0.6242394479426	-189.770594535874
"19576"	19576	0.0996909727624764	0.0482056382459233	0.127355760529065	0.611475814064043	-190.242773017137
"19587"	19587	0.0997427364763488	0.00195839036944848	0.254933562662907	0.618300924260098	-188.86628629793
"19598"	19598	0.0999910000463908	0.123405151789992	0.0872666117842398	0.643327095055798	-192.072611249862
"19609"	19609	0.0999910000463908	0.123405151789992	0.0872666117842398	0.643327095055798	-192.072611249862
"19620"	19620	0.0998051358314147	0.00446764468927734	0.0142095696869427	0.627397778367511	-188.954066100468
"19631"	19631	0.0998051358314147	0.00446764468927734	0.0142095696869427	0.627397778367511	-188.954066100468
"19642"	19642	0.0998040354313603	0.0371280026949673	0.0571239817364369	0.60777756313728	-189.466150618825
"19653"	19653	0.0995979562171151	0.0216530693892588	0.576162071117021	0.598682103165275	-191.259112693048
"19664"	19664	0.0998843240998733	0.0640691843376018	0.552919228762592	0.598029142363964	-191.750548114123
"19675"	19675	0.0997640264183584	0.00777224013448312	0.233833238848554	0.616791281576479	-188.829175290612
"19686"	19686	0.0999562981903522	0.061493210810598	0.732149804797989	0.637740848383987	-191.198994425458
"19697"	19697	0.0999115144825553	0.0677490633715881	0.917116904293426	0.640776464631533	-192.981851581032
"19708"	19708	0.0997854210364688	0.00442050626608438	0.972828497420964	0.643359649459387	-192.601993641719
"19719"	19719	0.0999962045295782	0.040258112608459	0.938298509159272	0.64722926551967	-192.295882949265
"19730"	19730	0.0997914691376032	0.00362247327691565	0.970035673084746	0.622009306687989	-188.743100755036
"19741"	19741	0.0997914691376032	0.00362247327691565	0.970035673084746	0.622009306687989	-188.743100755036
"19752"	19752	0.0997914691376032	0.00362247327691565	0.970035673084746	0.622009306687989	-188.743100755036
"19763"	19763	0.0997914691376032	0.00362247327691565	0.970035673084746	0.622009306687989	-188.743100755036
"19774"	19774	0.0997914691376032	0.00362247327691565	0.970035673084746	0.622009306687989	-188.743100755036
"19785"	19785	0.0997914691376032	0.00362247327691565	0.970035673084746	0.622009306687989	-188.743100755036
"19796"	19796	0.0997914691376032	0.00362247327691565	0.970035673084746	0.622009306687989	-188.743100755036
"19807"	19807	0.0997914691376032	0.00362247327691565	0.970035673084746	0.622009306687989	-188.743100755036
"19818"	19818	0.0998806573897489	0.00364322315479829	0.75703515386927	0.62160507038999	-188.003361795649
"19829"	19829	0.0998806573897489	0.00364322315479829	0.75703515386927	0.62160507038999	-188.003361795649
"19840"	19840	0.099789037069011	0.0436672797978078	0.892560326038837	0.619988878118577	-190.471789427864
"19851"	19851	0.0998962274976216	0.0349514528541556	0.782209716000161	0.613669739277863	-189.324064461962
"19862"	19862	0.0997226635634579	0.0475710559497352	0.91382885367014	0.609215122293905	-191.242107706568
"19873"	19873	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19884"	19884	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19895"	19895	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19906"	19906	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19917"	19917	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19928"	19928	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19939"	19939	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19950"	19950	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19961"	19961	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19972"	19972	0.0999507444061494	0.00649188299651722	0.734415201798031	0.607854813635274	-188.292859400692
"19983"	19983	0.0999028454147973	0.0396566352006986	0.827344100627632	0.617960145469573	-189.394505958382
"19994"	19994	0.0999028454147973	0.0396566352006986	0.827344100627632	0.617960145469573	-189.394505958382
