"X"	"A"	"F_risk"	"O_factor"	"imm_p"	"log.density"
"16694"	16694	0.0999975510371541	0.0065317443325349	0.670823287827206	0.612425520905904	-187.661259289503
"16705"	16705	0.0999975510371541	0.0065317443325349	0.670823287827206	0.612425520905904	-187.661259289503
"16716"	16716	0.0998501781481667	0.0011482413164986	0.681424679727455	0.619087918221821	-188.081019225868
"16727"	16727	0.0998849443730471	0.00480698018192949	0.677034671444808	0.620227419210986	-187.984265777325
"16738"	16738	0.0998849443730471	0.00480698018192949	0.677034671444808	0.620227419210986	-187.984265777325
"16749"	16749	0.0998477892874267	0.000446097528297801	0.677577390118778	0.62868105913571	-188.612823114961
"16760"	16760	0.0998477892874267	0.000446097528297801	0.677577390118778	0.62868105913571	-188.612823114961
"16771"	16771	0.0998670610832153	0.00795607920193966	0.674552704217485	0.631843991942009	-189.092516619577
"16782"	16782	0.0998670610832153	0.00795607920193966	0.674552704217485	0.631843991942009	-189.092516619577
"16793"	16793	0.0998670610832153	0.00795607920193966	0.674552704217485	0.631843991942009	-189.092516619577
"16804"	16804	0.0999276043654522	0.0087009203710119	0.66748107932402	0.632320815434679	-188.561076251168
"16815"	16815	0.0999709669048537	0.0028540221858866	0.683567160880797	0.641346158415172	-189.410737300144
"16826"	16826	0.0999709669048537	0.0028540221858866	0.683567160880797	0.641346158415172	-189.410737300144
"16837"	16837	0.0999709669048537	0.0028540221858866	0.683567160880797	0.641346158415172	-189.410737300144
"16848"	16848	0.0999709669048537	0.0028540221858866	0.683567160880797	0.641346158415172	-189.410737300144
"16859"	16859	0.0998230135068128	0.00674928805424101	0.68414770386782	0.627629296791596	-188.982474080034
"16870"	16870	0.0996945039337481	0.00148052579104173	0.676771231607642	0.625817859045682	-189.839854891115
"16881"	16881	0.0996945039337481	0.00148052579104173	0.676771231607642	0.625817859045682	-189.839854891115
"16892"	16892	0.0996631757572992	0.00166359828809069	0.683323388861674	0.624920201258593	-190.055612040711
"16903"	16903	0.0996776776628728	0.0046772925747511	0.667310359242101	0.611180874351775	-189.440649492151
"16914"	16914	0.0996776776628728	0.0046772925747511	0.667310359242101	0.611180874351775	-189.440649492151
"16925"	16925	0.0999667463575358	0.00830552784766188	0.656514642621019	0.610295816257609	-188.047099752038
"16936"	16936	0.0999028712171277	0.00911000388363764	0.668696916272312	0.601937723368158	-189.244561644702
"16947"	16947	0.099991746767466	0.000613502775374567	0.66893312715295	0.600185938165287	-188.862186319748
"16958"	16958	0.0998124134930781	0.000400785299422355	0.671515625323485	0.598250921393523	-189.708530036515
"16969"	16969	0.099798840029917	0.00609900839649519	0.654223040899045	0.595928812670868	-190.292636882278
"16980"	16980	0.0995080659421928	0.00183752418822371	0.640336386693236	0.614630899001768	-190.624331036469
"16991"	16991	0.0999951784619669	0.00674617787261671	0.653758761097522	0.611395570444638	-187.760968549317
"17002"	17002	0.0999951784619669	0.00674617787261671	0.653758761097522	0.611395570444638	-187.760968549317
"17013"	17013	0.0999951784619669	0.00674617787261671	0.653758761097522	0.611395570444638	-187.760968549317
"17024"	17024	0.0999951784619669	0.00674617787261671	0.653758761097522	0.611395570444638	-187.760968549317
"17035"	17035	0.0999951784619669	0.00674617787261671	0.653758761097522	0.611395570444638	-187.760968549317
"17046"	17046	0.0999951784619669	0.00674617787261671	0.653758761097522	0.611395570444638	-187.760968549317
"17057"	17057	0.0999281063549372	0.00722234991487367	0.627833897292453	0.608551759809482	-188.331538273917
"17068"	17068	0.0999281063549372	0.00722234991487367	0.627833897292453	0.608551759809482	-188.331538273917
"17079"	17079	0.0996025234904252	0.00567681533265674	0.622301480486162	0.605621580080906	-190.136218622123
"17090"	17090	0.0999864010093967	0.00353511949047011	0.603366554250558	0.604890167587526	-188.34963875049
"17101"	17101	0.0999864010093967	0.00353511949047011	0.603366554250558	0.604890167587526	-188.34963875049
"17112"	17112	0.0997422034260172	0.00164033894586159	0.592981240956598	0.601066184473339	-189.676767802508
"17123"	17123	0.0998972691873575	0.00713054528398582	0.596015553930124	0.608213658106249	-188.491947684422
"17134"	17134	0.0999608403509374	0.0136831391725422	0.602091191697338	0.61709951925197	-187.840271379526
"17145"	17145	0.0999608403509374	0.0136831391725422	0.602091191697338	0.61709951925197	-187.840271379526
"17156"	17156	0.0999608403509374	0.0136831391725422	0.602091191697338	0.61709951925197	-187.840271379526
"17167"	17167	0.0998596036889775	0.00517132089689549	0.612190587172754	0.600887240811835	-189.373162800463
"17178"	17178	0.0998744493927376	0.00170560125908311	0.6170934484542	0.609039867497497	-188.334168005279
"17189"	17189	0.0998744493927376	0.00170560125908311	0.6170934484542	0.609039867497497	-188.334168005279
"17200"	17200	0.0998744493927376	0.00170560125908311	0.6170934484542	0.609039867497497	-188.334168005279
"17211"	17211	0.0998744493927376	0.00170560125908311	0.6170934484542	0.609039867497497	-188.334168005279
"17222"	17222	0.0998414084339658	0.00170024910958365	0.594645087042543	0.619542544963121	-188.166070040965
"17233"	17233	0.0999093185938286	0.00211266103151171	0.578183736913113	0.617945786117205	-187.715633869587
"17244"	17244	0.0999093185938286	0.00211266103151171	0.578183736913113	0.617945786117205	-187.715633869587
"17255"	17255	0.0999066414514916	0.00389421059059392	0.58183208060653	0.61775121371636	-187.799983518115
"17266"	17266	0.0999066414514916	0.00389421059059392	0.58183208060653	0.61775121371636	-187.799983518115
"17277"	17277	0.0999066414514916	0.00389421059059392	0.58183208060653	0.61775121371636	-187.799983518115
"17288"	17288	0.0999066414514916	0.00389421059059392	0.58183208060653	0.61775121371636	-187.799983518115
"17299"	17299	0.0999119805799343	0.00987985686299583	0.587589800071935	0.629410186258068	-188.411333563624
"17310"	17310	0.0999470293441344	0.0154917381810173	0.590298521109916	0.62756974122344	-188.148308186628
"17321"	17321	0.0999470293441344	0.0154917381810173	0.590298521109916	0.62756974122344	-188.148308186628
"17332"	17332	0.0999470293441344	0.0154917381810173	0.590298521109916	0.62756974122344	-188.148308186628
"17343"	17343	0.0999470293441344	0.0154917381810173	0.590298521109916	0.62756974122344	-188.148308186628
"17354"	17354	0.0998422583506229	0.0104737494920319	0.592025933034664	0.62516879908925	-188.709200244335
"17365"	17365	0.0998422583506229	0.0104737494920319	0.592025933034664	0.62516879908925	-188.709200244335
"17376"	17376	0.0998422583506229	0.0104737494920319	0.592025933034664	0.62516879908925	-188.709200244335
"17387"	17387	0.0998422583506229	0.0104737494920319	0.592025933034664	0.62516879908925	-188.709200244335
"17398"	17398	0.0998422583506229	0.0104737494920319	0.592025933034664	0.62516879908925	-188.709200244335
"17409"	17409	0.0997248009275711	0.00177167117076797	0.60525762291056	0.616876968835095	-188.983436854265
"17420"	17420	0.0997248009275711	0.00177167117076797	0.60525762291056	0.616876968835095	-188.983436854265
"17431"	17431	0.0997248009275711	0.00177167117076797	0.60525762291056	0.616876968835095	-188.983436854265
"17442"	17442	0.0999404580027021	0.00310365073485587	0.604166203478289	0.620971774464324	-187.525925725219
"17453"	17453	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17464"	17464	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17475"	17475	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17486"	17486	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17497"	17497	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17508"	17508	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17519"	17519	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17530"	17530	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17541"	17541	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17552"	17552	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17563"	17563	0.0999991234923565	0.00295818748676047	0.556330449764317	0.616901367841103	-187.230498126552
"17574"	17574	0.0998032415655883	0.000245751408687269	0.557717170393291	0.610613306469723	-188.544128063071
"17585"	17585	0.0998032415655883	0.000245751408687269	0.557717170393291	0.610613306469723	-188.544128063071
"17596"	17596	0.0998032415655883	0.000245751408687269	0.557717170393291	0.610613306469723	-188.544128063071
"17607"	17607	0.0998032415655883	0.000245751408687269	0.557717170393291	0.610613306469723	-188.544128063071
"17618"	17618	0.0998032415655883	0.000245751408687269	0.557717170393291	0.610613306469723	-188.544128063071
"17629"	17629	0.0998577416979777	0.00253145267094911	0.553153340935466	0.6150334824608	-188.120147539774
"17640"	17640	0.0998577416979777	0.00253145267094911	0.553153340935466	0.6150334824608	-188.120147539774
"17651"	17651	0.0999391328052624	0.00246319642486827	0.549114731800889	0.603704354607512	-188.62607229473
"17662"	17662	0.0998227180611406	8.63555036970196e-05	0.559711339142889	0.607413532027931	-188.655045983056
"17673"	17673	0.0998227180611406	8.63555036970196e-05	0.559711339142889	0.607413532027931	-188.655045983056
"17684"	17684	0.099913863038827	0.000859164462188565	0.564233966421803	0.609784601814523	-188.051952114836
"17695"	17695	0.0995726549989965	0.00138484046583001	0.571822754911902	0.60744926733024	-190.076178714311
"17706"	17706	0.0995726549989965	0.00138484046583001	0.571822754911902	0.60744926733024	-190.076178714311
"17717"	17717	0.0999918748385562	0.0030562414925346	0.577856498769313	0.589439145952736	-190.728421372846
"17728"	17728	0.0999918748385562	0.0030562414925346	0.577856498769313	0.589439145952736	-190.728421372846
"17739"	17739	0.0995364316757837	0.000173800129969726	0.57361700343919	0.597569215468802	-190.877861754578
"17750"	17750	0.0994776817313717	0.0112215335848207	0.564712373552979	0.613109845209457	-191.129330980414
"17761"	17761	0.0997281024078049	0.00419630526869051	0.577778755722764	0.590906145262726	-191.177955153215
"17772"	17772	0.0999723861877979	0.0125770093766764	0.582903108167419	0.603875959072177	-188.851000692119
"17783"	17783	0.0999723861877979	0.0125770093766764	0.582903108167419	0.603875959072177	-188.851000692119
"17794"	17794	0.0998470715223078	0.0188792019739852	0.580409552145664	0.600319061740726	-189.979295227312
"17805"	17805	0.0998470715223078	0.0188792019739852	0.580409552145664	0.600319061740726	-189.979295227312
"17816"	17816	0.0998470715223078	0.0188792019739852	0.580409552145664	0.600319061740726	-189.979295227312
"17827"	17827	0.0998470715223078	0.0188792019739852	0.580409552145664	0.600319061740726	-189.979295227312
"17838"	17838	0.0998470715223078	0.0188792019739852	0.580409552145664	0.600319061740726	-189.979295227312
"17849"	17849	0.0998470715223078	0.0188792019739852	0.580409552145664	0.600319061740726	-189.979295227312
"17860"	17860	0.0997269098386221	0.0137397394842631	0.389096546296226	0.615399094464236	-189.299601429407
"17871"	17871	0.0998972124303615	0.0574147484776421	0.388700771115159	0.619469446839765	-189.4355275709
"17882"	17882	0.0998767238182445	0.00662450929827347	0.677872906139573	0.618906345164543	-188.105425812507
"17893"	17893	0.0999617205778345	0.00149200488008888	0.826895718109746	0.621628817529423	-187.332154043427
"17904"	17904	0.0999229680332541	0.0143842649764031	0.867336804917239	0.611776520574292	-188.466558577514
"17915"	17915	0.0999229680332541	0.0143842649764031	0.867336804917239	0.611776520574292	-188.466558577514
"17926"	17926	0.0999229680332541	0.0143842649764031	0.867336804917239	0.611776520574292	-188.466558577514
"17937"	17937	0.0999164365891793	0.0277446965049072	0.903774876549429	0.615883007193734	-188.911161335535
"17948"	17948	0.0999164365891793	0.0277446965049072	0.903774876549429	0.615883007193734	-188.911161335535
"17959"	17959	0.0999465626917943	0.00446784868418455	0.876068922140325	0.60774012099792	-188.25916598045
"17970"	17970	0.0998563664289053	0.0567731862265788	0.839664426738312	0.594151834873546	-192.65275538429
"17981"	17981	0.0998606638161931	0.00708077070367019	0.766326314057967	0.607967476074495	-188.718025748432
"17992"	17992	0.0999319063834491	0.00534728905321433	0.791903582999713	0.605005578824438	-188.639017922276
"18003"	18003	0.0999504399317417	0.0587014576977046	0.863474299025069	0.629140607584643	-190.267500183076
"18014"	18014	0.0997414408575003	0.0189746603402651	0.995408821328898	0.615401688303155	-189.697587366793
"18025"	18025	0.0997414408575003	0.0189746603402651	0.995408821328898	0.615401688303155	-189.697587366793
"18036"	18036	0.0998912668458196	0.0401209861285394	0.865271509631123	0.613520002485781	-189.676922639259
"18047"	18047	0.0999800445372413	0.115200527095031	0.81776874624316	0.617530472471158	-192.201542211715
"18058"	18058	0.0999846733776656	0.129378986149032	0.845960368562085	0.614969196069091	-193.034262155162
"18069"	18069	0.0998158289555191	0.0202359882858394	0.798251191991469	0.611035172088959	-189.299270243973
"18080"	18080	0.0998158289555191	0.0202359882858394	0.798251191991469	0.611035172088959	-189.299270243973
"18091"	18091	0.0999438656387891	0.0475405541005671	0.712645519291993	0.632316309738675	-189.939777671699
"18102"	18102	0.099828302357035	0.0301469718316921	0.783830412118361	0.613051555918365	-189.540490438988
"18113"	18113	0.0997835794880453	0.0226091768928148	0.727660379728134	0.602451580073322	-190.207966656114
"18124"	18124	0.0997572354213191	0.0019100874990838	0.898691418438201	0.614758355045544	-188.768288513317
"18135"	18135	0.0997869470953237	0.00485499203860606	0.944488131809654	0.613469273345444	-188.74004343685
"18146"	18146	0.0998114787705038	0.000997101930077488	0.895768813804446	0.610999687510704	-188.514161639236
"18157"	18157	0.0998703276309141	0.0072693761085824	0.863304396810688	0.592530254341295	-190.69693230554
"18168"	18168	0.0995679287168036	0.0645369904835102	0.695922414434953	0.593893150653136	-193.697398563315
"18179"	18179	0.0996320793552308	0.00403293508931532	0.914031194229625	0.58579533529278	-192.300819860907
"18190"	18190	0.0998994203756075	0.00559703657298618	0.883136906260875	0.595437565740956	-190.08139861152
"18201"	18201	0.099965711510801	0.0485665380448088	0.946820909779861	0.613710032005541	-189.761868708675
"18212"	18212	0.099965711510801	0.0485665380448088	0.946820909779861	0.613710032005541	-189.761868708675
"18223"	18223	0.0999989825805155	0.0132088406122539	0.745800132164053	0.604157414514463	-188.808379392231
"18234"	18234	0.0999989825805155	0.0132088406122539	0.745800132164053	0.604157414514463	-188.808379392231
"18245"	18245	0.0999929284133793	0.0344827436284198	0.617794505988831	0.58541246773912	-192.646871624682
"18256"	18256	0.0999929284133793	0.0344827436284198	0.617794505988831	0.58541246773912	-192.646871624682
"18267"	18267	0.0998982536011344	0.0255239907963063	0.602850069276875	0.577364052431083	-194.000789578936
"18278"	18278	0.0998817745464068	0.0613086462399552	0.577167900440963	0.579262859200675	-194.950898784347
"18289"	18289	0.0997727756788714	0.0620608095411177	0.560157543069369	0.593861614607588	-192.649818584567
"18300"	18300	0.0999726043456679	0.0529690201845533	0.515064834408801	0.605355155485872	-190.023480226792
"18311"	18311	0.0999487830712273	0.101412250433719	0.581193866379173	0.617855787905557	-191.048824856795
"18322"	18322	0.0999073714097918	0.0143165180498656	0.399284816919195	0.635954391425012	-189.420598987148
"18333"	18333	0.0999591510936268	0.160404977124376	0.257423714875404	0.620359464561457	-191.524023713828
"18344"	18344	0.0999754041366378	0.258151171732101	0.018858481600011	0.607216292115438	-193.060397400119
"18355"	18355	0.0996222713552193	0.0801104829061526	0.219756140695576	0.6072619775895	-191.744501902936
"18366"	18366	0.0993825156814074	0.0919989474798554	0.255625103117848	0.603115703187324	-193.763435785168
"18377"	18377	0.0998795568508379	0.0782526544420394	0.108334678955906	0.645744368687178	-193.387482331243
"18388"	18388	0.0998577700457351	0.0405357717470578	0.147174840030878	0.640828960726446	-191.555266789335
"18399"	18399	0.0995662054804007	0.009471309418582	0.217720568436703	0.629245937962401	-191.995388315073
"18410"	18410	0.0999160732887995	0.034656700429137	0.0377753893276616	0.641988116661484	-190.825876764339
"18421"	18421	0.0995836040798195	0.00323748783854891	0.150683748835158	0.591488597205842	-191.476279809776
"18432"	18432	0.0998994896562224	0.00693197393054065	0.188437338964047	0.622142718411578	-187.892361909489
"18443"	18443	0.0998994896562224	0.00693197393054065	0.188437338964047	0.622142718411578	-187.892361909489
"18454"	18454	0.0998994896562224	0.00693197393054065	0.188437338964047	0.622142718411578	-187.892361909489
"18465"	18465	0.0998994896562224	0.00693197393054065	0.188437338964047	0.622142718411578	-187.892361909489
"18476"	18476	0.0997581187225506	0.00937570810968284	0.281929253345828	0.61931045117875	-188.976966417024
"18487"	18487	0.0997581187225506	0.00937570810968284	0.281929253345828	0.61931045117875	-188.976966417024
"18498"	18498	0.0997581187225506	0.00937570810968284	0.281929253345828	0.61931045117875	-188.976966417024
"18509"	18509	0.0999476901413596	0.0161849532943275	0.2741979446832	0.606359184383714	-188.632027758005
"18520"	18520	0.0999333752419203	0.0537244691690217	0.217497751329586	0.629719286527719	-189.220858232866
"18531"	18531	0.0998250841495533	0.0270573750520882	0.254405903778009	0.627951343668927	-189.433979162579
"18542"	18542	0.0997279114321374	0.0125881656898185	0.441183682754088	0.619601497476567	-189.372775314749
"18553"	18553	0.0999910850652919	0.040622480652084	0.149209337132563	0.622803924815994	-187.9999931106
"18564"	18564	0.0994258703781691	0.00799272294212572	0.104996876419237	0.599165596455761	-191.461184825803
"18575"	18575	0.0996334577206317	0.0377350135465367	0.245560299781325	0.602497316176033	-190.948080799685
"18586"	18586	0.0998315676537643	0.0886179461623327	0.238309091159608	0.624490601307368	-190.641360971693
"18597"	18597	0.0997137495043142	0.0173595687007258	0.344077550688594	0.610818551282314	-189.544295232688
"18608"	18608	0.0998629786822532	0.102268741459117	0.0565709921742901	0.631938051449934	-190.894696901643
"18619"	18619	0.0999123477117482	0.0308847751115551	0.27298345224566	0.622842390924931	-188.466295823484
"18630"	18630	0.0995880795316752	0.0110855804974364	0.535032891408898	0.610110213507217	-190.248428591699
"18641"	18641	0.0996068839299557	0.0198716123994647	0.591588983538561	0.625473323291768	-191.355087903309
"18652"	18652	0.099852887400408	0.0926416385483299	0.428484388187363	0.618331410163072	-190.918371137844
"18663"	18663	0.0999693117380359	0.00651048297181607	0.403804635148025	0.61228903503419	-187.756821373356
"18674"	18674	0.0999976442332591	0.0488393421348614	0.204110775147636	0.630704770325354	-188.581466968363
"18685"	18685	0.0999976442332591	0.0488393421348614	0.204110775147636	0.630704770325354	-188.581466968363
"18696"	18696	0.0999976442332591	0.0488393421348614	0.204110775147636	0.630704770325354	-188.581466968363
"18707"	18707	0.0999156370236845	0.0233744677685346	0.0237369959486831	0.625176882142188	-188.160071453976
"18718"	18718	0.0998850913671249	0.00704701267017353	0.124756056203722	0.621543260744523	-187.975350170836
"18729"	18729	0.0998850913671249	0.00704701267017353	0.124756056203722	0.621543260744523	-187.975350170836
"18740"	18740	0.0997950543691393	0.0312263024506872	0.0550548482516012	0.619673707372154	-189.077640038751
"18751"	18751	0.0998721575692606	0.117966602098067	0.0786456210133971	0.619966929453791	-190.357761052652
"18762"	18762	0.0997889696658568	0.0222835954858376	0.5887236597967	0.629050287854289	-190.017178260308
"18773"	18773	0.0996281983895959	0.0346753106899487	0.565157946479111	0.617899882502654	-190.932714919703
"18784"	18784	0.0999337435456296	0.0365705992408416	0.649358476975008	0.613123219756024	-189.072882289653
"18795"	18795	0.0997826811282493	0.00201258505991448	0.732783220054763	0.611879471710323	-188.67464311417
"18806"	18806	0.0998890700175019	0.00204139536325914	0.814191230859698	0.623924534072352	-187.956722161844
"18817"	18817	0.0997727827928172	0.0119716561846887	0.667796751392038	0.627575405290179	-189.660844830062
"18828"	18828	0.0998442615070823	0.0375798775004477	0.744844400283621	0.630493477821655	-190.35682982679
"18839"	18839	0.0997564514036902	0.0222872210062561	0.684588860615786	0.615843339040499	-189.546064307431
"18850"	18850	0.0998140017399293	0.0365587606180024	0.0560364562961078	0.590031716880424	-191.675691041494
"18861"	18861	0.0999489335833695	0.0424727993528854	0.276866156194325	0.620650991457569	-188.48846273696
"18872"	18872	0.0999493110423158	0.0479640681792096	0.069305684256697	0.630199164103117	-188.764913056355
"18883"	18883	0.0999567790029873	0.00429164036070493	0.0302794197618259	0.615994942018164	-187.491475250481
"18894"	18894	0.0999567790029873	0.00429164036070493	0.0302794197618259	0.615994942018164	-187.491475250481
"18905"	18905	0.0999567790029873	0.00429164036070493	0.0302794197618259	0.615994942018164	-187.491475250481
"18916"	18916	0.0999567790029873	0.00429164036070493	0.0302794197618259	0.615994942018164	-187.491475250481
"18927"	18927	0.0999007306804195	0.0233090963307747	0.05913142971887	0.619389334060755	-188.155110769669
"18938"	18938	0.0999209606574978	0.0155711164783793	0.249994583994108	0.618438750265595	-187.96011523014
"18949"	18949	0.0999783540328181	0.0118971189011261	0.109304277906088	0.619405011853589	-187.4305797007
"18960"	18960	0.099986421637106	0.0249835774506227	0.461537435130127	0.631691752805153	-188.384297035597
"18971"	18971	0.0999949140107524	0.0117719948079736	0.178979560236097	0.611389395569413	-187.786776223912
"18982"	18982	0.0999949140107524	0.0117719948079736	0.178979560236097	0.611389395569413	-187.786776223912
"18993"	18993	0.0999878905527741	0.0248924659380398	0.115044106989867	0.608340547400562	-188.371050730551
"19004"	19004	0.0999878905527741	0.0248924659380398	0.115044106989867	0.608340547400562	-188.371050730551
"19015"	19015	0.0998573487303277	0.00633436618925164	0.341197874786947	0.601772313144586	-189.262915272589
"19026"	19026	0.0997399254698067	0.0376250403420872	0.458977443776055	0.613612403782671	-190.019606820876
"19037"	19037	0.0997043473961962	0.00699774747442094	0.42427073077589	0.594143642764126	-190.84131461307
"19048"	19048	0.0996856677460765	0.00162002353382986	0.376263281346474	0.611263331566477	-189.256853236462
