date,time,obs
18/03/2008,1173,0
19/03/2008,1174,0
20/03/2008,1175,0
21/03/2008,1176,0
22/03/2008,1177,0
23/03/2008,1178,0
24/03/2008,1179,0
25/03/2008,1180,0
26/03/2008,1181,0
27/03/2008,1182,0
28/03/2008,1183,0
29/03/2008,1184,0
30/03/2008,1185,0
31/03/2008,1186,0
01/04/2008,1187,0
02/04/2008,1188,0
03/04/2008,1189,0
04/04/2008,1190,0
05/04/2008,1191,0
06/04/2008,1192,0
07/04/2008,1193,0
08/04/2008,1194,0
09/04/2008,1195,0
10/04/2008,1196,0
11/04/2008,1197,0
12/04/2008,1198,0
13/04/2008,1199,0
14/04/2008,1200,0
15/04/2008,1201,0
16/04/2008,1202,0
17/04/2008,1203,0
18/04/2008,1204,0
19/04/2008,1205,0
20/04/2008,1206,0
21/04/2008,1207,0
22/04/2008,1208,0
23/04/2008,1209,0
24/04/2008,1210,0
25/04/2008,1211,0
26/04/2008,1212,0
27/04/2008,1213,0
28/04/2008,1214,0
29/04/2008,1215,0
30/04/2008,1216,0
01/05/2008,1217,0
02/05/2008,1218,0
03/05/2008,1219,0
04/05/2008,1220,0
05/05/2008,1221,0
06/05/2008,1222,0
07/05/2008,1223,0
08/05/2008,1224,0
09/05/2008,1225,0
10/05/2008,1226,0
11/05/2008,1227,0
12/05/2008,1228,0
13/05/2008,1229,0
14/05/2008,1230,0
15/05/2008,1231,0
16/05/2008,1232,0
17/05/2008,1233,0
18/05/2008,1234,0
19/05/2008,1235,0
20/05/2008,1236,0
21/05/2008,1237,0
22/05/2008,1238,0
23/05/2008,1239,0
24/05/2008,1240,0
25/05/2008,1241,0
26/05/2008,1242,0
27/05/2008,1243,0
28/05/2008,1244,0
29/05/2008,1245,0
30/05/2008,1246,0
31/05/2008,1247,0
01/06/2008,1248,0
02/06/2008,1249,0
03/06/2008,1250,0
04/06/2008,1251,0
05/06/2008,1252,0
06/06/2008,1253,0
07/06/2008,1254,0
08/06/2008,1255,0
09/06/2008,1256,0
10/06/2008,1257,0
11/06/2008,1258,0
12/06/2008,1259,0
13/06/2008,1260,0
14/06/2008,1261,0
15/06/2008,1262,0
16/06/2008,1263,0
17/06/2008,1264,0
18/06/2008,1265,0
19/06/2008,1266,0
20/06/2008,1267,0
21/06/2008,1268,0
22/06/2008,1269,0
23/06/2008,1270,0
24/06/2008,1271,0
25/06/2008,1272,0
26/06/2008,1273,0
27/06/2008,1274,0
28/06/2008,1275,0
29/06/2008,1276,0
30/06/2008,1277,0
01/07/2008,1278,0
02/07/2008,1279,0
03/07/2008,1280,0
04/07/2008,1281,0
05/07/2008,1282,0
06/07/2008,1283,0
07/07/2008,1284,0
08/07/2008,1285,0
09/07/2008,1286,0
10/07/2008,1287,1
11/07/2008,1288,1
12/07/2008,1289,0
13/07/2008,1290,0
14/07/2008,1291,0
15/07/2008,1292,0
16/07/2008,1293,0
17/07/2008,1294,0
18/07/2008,1295,0
19/07/2008,1296,0
20/07/2008,1297,0
21/07/2008,1298,0
22/07/2008,1299,0
23/07/2008,1300,0
24/07/2008,1301,0
25/07/2008,1302,0
26/07/2008,1303,0
